33.639052;-117.869911
33.642221;-117.868205
33.643605;-117.867486
33.644239;-117.867197
33.645249;-117.867014
33.646401;-117.866832
33.647124;-117.866714
33.647571;-117.865319
33.647964;-117.864568
33.648473;-117.863828
33.648946;-117.863088
33.649250;-117.862562
33.649572;-117.861918
33.649804;-117.861317
33.649991;-117.860770
33.650116;-117.859944
33.650277;-117.858624
33.650384;-117.857101
33.650572;-117.854601
33.650697;-117.853142
33.650884;-117.852026
33.651197;-117.850653
33.651679;-117.849333
33.652153;-117.848346
33.652671;-117.847445
33.652903;-117.847037
33.652706;-117.846758
33.652510;-117.846565
33.651983;-117.846361
33.651224;-117.846029
33.650831;-117.845889
33.650590;-117.845879
33.650340;-117.845954
33.650063;-117.846061
33.649866;-117.846050
33.649625;-117.845986
33.649402;-117.845922
33.649196;-117.845836
33.648955;-117.845803
33.648857;-117.845782
33.648821;-117.845943
33.648714;-117.846297
33.648714;-117.846297
33.648625;-117.846469
33.648518;-117.846619
33.648437;-117.846758
33.648321;-117.846844
33.648232;-117.846984
33.647973;-117.847166
33.647848;-117.847241
33.647526;-117.847477
33.647267;-117.847660
33.647133;-117.847756
33.647008;-117.847842
33.646929;-117.847917
33.646853;-117.848030
33.646773;-117.848137
33.646683;-117.848276
33.646630;-117.848421
33.646572;-117.848582
33.646518;-117.848808
33.646496;-117.848872
33.646161;-117.848802
33.646036;-117.848770
33.645880;-117.848775
33.645719;-117.848786
33.645558;-117.848813
33.645304;-117.848915
33.645094;-117.848995
33.644951;-117.849044
33.644732;-117.849108
33.644535;-117.849156
33.644393;-117.849188
33.644209;-117.849205
33.643995;-117.849226
33.643437;-117.849221
33.643196;-117.849205
33.643044;-117.849188
33.642901;-117.849500
33.642713;-117.849838
33.642579;-117.850068
33.642369;-117.850385
33.641999;-117.850980
33.641829;-117.851270
33.641704;-117.851420
33.641356;-117.851871
33.640940;-117.852284
33.640512;-117.852729
33.639998;-117.853249
33.639538;-117.853711
33.639243;-117.854027
33.638917;-117.854403
33.638622;-117.854757
33.638395;-117.855057
33.638198;-117.855379
33.638104;-117.855540
33.637881;-117.856146
33.637702;-117.856607
33.637551;-117.857101
33.637475;-117.857503
33.637363;-117.858399
33.637336;-117.858801
33.637345;-117.859381
33.637443;-117.861156
33.637493;-117.861875
33.637604;-117.863603
33.637640;-117.864182
33.637671;-117.864654
33.637734;-117.865255
33.637823;-117.865866
33.638104;-117.866837
33.638654;-117.868415
33.639190;-117.869745
33.639052;-117.869911
33.639038;-117.870083
33.638748;-117.870228
33.637894;-117.870678
33.637332;-117.870963
33.636403;-117.871504
33.635170;-117.872143
33.634357;-117.872561
33.633339;-117.873114
33.632477;-117.873554
33.632048;-117.873774
33.631324;-117.874449
33.630891;-117.875050
33.630561;-117.875496
33.630284;-117.875785
33.629717;-117.876220
33.628179;-117.877110
33.627232;-117.877657
33.626133;-117.878484
33.625365;-117.879256
33.623328;-117.881402
33.622720;-117.882088
33.622568;-117.882228
33.620487;-117.883945
33.619236;-117.885565
33.618450;-117.886380
33.616672;-117.887775
33.615269;-117.888955
33.613455;-117.890307
33.613178;-117.890553
33.613027;-117.890972
33.612946;-117.891229
33.613250;-117.892978
33.613616;-117.894899
33.613759;-117.895339
33.613911;-117.895714
33.614134;-117.896143
33.614608;-117.896916
33.615207;-117.897731
33.615546;-117.898278
33.615895;-117.899061
33.616145;-117.899737
33.616270;-117.900285
33.616323;-117.900810
33.616341;-117.901540
33.616377;-117.901915
33.616422;-117.902666
33.616484;-117.902924
33.616672;-117.903568
33.616752;-117.904018
33.616788;-117.904458
33.616788;-117.905005
33.616734;-117.905349
33.616654;-117.905767
33.616493;-117.906207
33.616341;-117.906786
33.616234;-117.907151
33.616163;-117.907526
33.616109;-117.908009
33.615975;-117.910981
33.615921;-117.912784
33.615966;-117.913384
33.616073;-117.913846
33.616270;-117.914929
33.616672;-117.916635
33.616949;-117.917762
33.617119;-117.918202
33.617342;-117.918674
33.617599;-117.919199
33.618099;-117.919843
33.618635;-117.920787
33.619153;-117.921774
33.619671;-117.922826
33.620386;-117.924457
33.620887;-117.925658
33.621190;-117.926688
33.621208;-117.927783
33.621262;-117.929370
33.620547;-117.929606
33.619600;-117.929907
33.618742;-117.930143
33.618117;-117.930250
33.617277;-117.930336
33.616562;-117.930400
33.616026;-117.930443
33.614775;-117.930336
33.614007;-117.930250
33.613739;-117.930164
33.612845;-117.929800
33.611791;-117.929285
33.610612;-117.928791
33.610308;-117.928684
33.610254;-117.928898
33.610880;-117.929242
33.611612;-117.929864
33.612560;-117.930593
33.614686;-117.932525
33.617795;-117.935336
33.619725;-117.937074
33.621065;-117.938254
33.621673;-117.938812
33.622512;-117.939262
33.622798;-117.938919
33.622441;-117.938297
33.622334;-117.937438
33.621994;-117.936559
33.621780;-117.934928
33.621583;-117.933726
33.621387;-117.932353
33.621208;-117.931173
33.621121;-117.930175
33.621262;-117.929370
