33.648870;-117.845777
33.648975;-117.845795
33.649142;-117.845825
33.649256;-117.845844
33.649348;-117.845884
33.649558;-117.845964
33.649676;-117.846005
33.649875;-117.846050
33.650120;-117.846023
33.650538;-117.845892
33.650757;-117.845868
33.650917;-117.845908
33.651112;-117.845956
33.651295;-117.846045
33.651547;-117.846171
33.651808;-117.846273
33.652107;-117.846391
33.652467;-117.846538
33.652686;-117.846715
33.652909;-117.847005
33.653123;-117.846740
33.653351;-117.846469
33.653599;-117.846158
33.653871;-117.845857
33.654168;-117.845517
33.654499;-117.845149
33.654843;-117.844763
33.654952;-117.844717
33.655198;-117.845007
33.655539;-117.845463
33.655878;-117.845935
33.656160;-117.846297
33.656285;-117.846450
33.656705;-117.846882
33.656894;-117.847043
33.656955;-117.847102
33.657285;-117.847324
33.657560;-117.847469
33.657752;-117.847582
33.658055;-117.847703
33.658397;-117.847829
33.658484;-117.847863
33.659064;-117.848006
33.659176;-117.848035
33.659578;-117.848169
33.659944;-117.848287
33.660265;-117.848397
33.660618;-117.848518
33.660984;-117.848649
33.661239;-117.848741
33.661502;-117.848869
33.661935;-117.849100
33.662377;-117.849379
33.662886;-117.849832
33.663250;-117.850205
33.663636;-117.850664
33.663744;-117.850819
33.663857;-117.851004
33.663974;-117.851171
33.664045;-117.851264
33.664070;-117.851240
33.664186;-117.851125
33.664342;-117.850975
33.664565;-117.850768
33.664860;-117.850481
33.665139;-117.850218
33.665389;-117.849958
33.665786;-117.849559
33.666108;-117.849242
33.666456;-117.848883
33.666869;-117.848459
33.667340;-117.847987
33.667764;-117.847566
33.668195;-117.847150
33.668619;-117.846734
33.668943;-117.846437
33.669389;-117.846053
33.669566;-117.845887
33.669769;-117.845742
33.670253;-117.845460
33.670715;-117.845195
33.671019;-117.845018
33.670905;-117.844586
33.670773;-117.844068
33.670673;-117.843677
33.670577;-117.843304
33.670539;-117.843172
33.670496;-117.842727
33.670456;-117.842309
33.670409;-117.841901
33.670378;-117.841609
33.670396;-117.841236
33.670423;-117.840774
33.670450;-117.840243
33.670467;-117.839852
33.670492;-117.839433
33.670514;-117.838948
33.670528;-117.838513
33.670559;-117.837797
33.670595;-117.837172
33.670611;-117.836641
33.670646;-117.835705
33.670659;-117.835177
33.670671;-117.835021
33.670608;-117.834970
33.670617;-117.834595
33.670613;-117.834238
33.670619;-117.834104
33.670588;-117.833795
33.670550;-117.833492
33.670525;-117.833307
33.670412;-117.832969
33.670287;-117.832588
33.670188;-117.832350
33.670110;-117.832164
33.670014;-117.831971
33.669932;-117.831824
33.669764;-117.831542
33.669686;-117.831403
33.669628;-117.831303
33.669822;-117.831092
33.670059;-117.830839
33.670246;-117.830638
33.670374;-117.830523
33.670293;-117.830314
33.670193;-117.830051
33.670130;-117.829820
33.670043;-117.829450
33.669941;-117.829120
33.669843;-117.828884
33.669709;-117.828670
33.669539;-117.828391
33.669361;-117.828208
33.669227;-117.828069
33.669120;-117.827983
33.668941;-117.827865
33.668798;-117.827768
33.668664;-117.827640
33.668396;-117.827275
33.668218;-117.827092
33.668093;-117.826889
33.667977;-117.826695
33.667843;-117.826535
33.667727;-117.826331
33.667637;-117.826191
33.667727;-117.826331
33.667843;-117.826535
33.667977;-117.826695
33.668093;-117.826889
33.668218;-117.827092
33.668102;-117.827200
33.667959;-117.827350
33.667682;-117.827607
33.667468;-117.827843
33.667227;-117.828079
33.667030;-117.828273
33.667352;-117.828648
33.668155;-117.829571
33.668718;-117.830172
33.669628;-117.831303
33.669686;-117.831403
33.669764;-117.831542
33.669932;-117.831824
33.670014;-117.831971
33.670110;-117.832164
33.670188;-117.832350
33.670287;-117.832588
33.670412;-117.832969
33.670525;-117.833307
33.670271;-117.833712
33.669977;-117.833959
33.669771;-117.834173
33.669468;-117.834409
33.669075;-117.834613
33.668807;-117.834764
33.668396;-117.834882
33.668120;-117.834892
33.666968;-117.835021
33.666289;-117.835085
33.665610;-117.835214
33.664950;-117.835418
33.664548;-117.835568
33.664173;-117.835740
33.663735;-117.835965
33.663369;-117.836180
33.662833;-117.836577
33.662378;-117.836931
33.662065;-117.837220
33.661583;-117.837735
33.661029;-117.838218
33.660833;-117.838379
33.660458;-117.838551
33.660127;-117.838647
33.659717;-117.838712
33.658976;-117.838744
33.658359;-117.838755
33.657663;-117.838787
33.657672;-117.839742
33.657627;-117.840461
33.657493;-117.841169
33.657332;-117.841737
33.657118;-117.842284
33.656770;-117.842842
33.656377;-117.843282
33.656020;-117.843647
33.655511;-117.844216
33.654952;-117.844717
33.654385;-117.843926
33.653510;-117.842875
33.652974;-117.842435
33.652617;-117.842252
33.652081;-117.842102
33.651563;-117.841963
33.651045;-117.841780
33.650840;-117.842327
33.650518;-117.842660
33.650081;-117.842885
33.649688;-117.843132
33.649429;-117.843400
33.649259;-117.843797
33.649116;-117.844119
33.649054;-117.844537
33.648928;-117.845074
33.648875;-117.845557
33.648870;-117.845777
